"lfdnr";"lfdnr2";"Finanzposition";"Bezeichnung";"EinAus";"Teilabschnitt";"RQ";"FG";"SN";"AOB";"AnfZahlungsrueckstand";"LaufendesSoll";"GesamtSoll";"Ist";"SchliesslicheRueckstaende";"Voranschlag";"NachtragsVoranschlage";"GesamtVoranschlag";"UnterschiedLFDSollGesamtVAGuenstiger";"UnterschiedLFDSollGesamtVAUnguenstiger";"zahl";"pol1";"pol2";"pol3";"pol4";"pol5";"eco1";"eco2";"eco3";"eco4";"eco5";"eco6";"polAgg3";"ecoAgg3";"polAgg5";"ecoAgg6";"year"
"3397";3397;"1.24000.757000";"LFD. TRANSFERZ. AN PRIV.ORGANISATIONEN O.ERWERBSZW";"AUSGABE";24000;27;5;"D";"0600";"          0.00";"     394740.00";"     394740.00";"     394740.00";"          0.00";"     246200.00";"     214000.00";"     460200.00";"      65460.00";"          0.00";"1";"2";"4";"0";"0";"0";"7";"5";"7";"0";"0";"0";"240";"757";"24000";"757000";"2011"
"3398";3398;"1.24000.757200";"LFD. TRANSFERZ. AN PRIV.ORGANISATIONEN O.ERWERBSZW TARIFGLEICHSTELLUNG";"AUSGABE";24000;27;5;"D";"0600";"          0.00";"    2817318.40";"    2817318.40";"    2817318.40";"          0.00";"    3584000.00";"          0.00";"    3584000.00";"     766681.60";"          0.00";"1";"2";"4";"0";"0";"0";"7";"5";"7";"2";"0";"0";"240";"757";"24000";"757200";"2011"
"3399";3399;"1.24000.757300";"LFD. TRANSFERZ. AN PRIV.ORGANISATIONEN O.ERWERBSZW PRIVATKINDERGÄRTEN";"AUSGABE";24000;27;5;"D";"0600";"          0.00";"     462596.00";"     462596.00";"     449516.00";"      13080.00";"     673600.00";"      48000.00";"     721600.00";"     259004.00";"          0.00";"1";"2";"4";"0";"0";"0";"7";"5";"7";"3";"0";"0";"240";"757";"24000";"757300";"2011"
"3400";3400;"1.24010.043000";"BETRIEBSAUSSTATTUNG";"AUSGABE";24010;41;3;"D";"0600";"          0.00";"       7337.00";"       7337.00";"       7337.00";"          0.00";"      18900.00";"          0.00";"      18900.00";"      11563.00";"          0.00";"1";"2";"4";"0";"1";"0";"0";"4";"3";"0";"0";"0";"240";"043";"24010";"043000";"2011"
"3401";3401;"1.24010.043006";"BETRIEBSAUSSTATTUNG GBG-WERKSTÄTTEN";"AUSGABE";24010;41;3;"D";"0600";"          0.00";"      64789.35";"      64789.35";"      18035.73";"      46753.62";"          0.00";"          0.00";"          0.00";"          0.00";"      64789.35";"1";"2";"4";"0";"1";"0";"0";"4";"3";"0";"0";"6";"240";"043";"24010";"043006";"2011"
"3402";3402;"1.24010.043008";"BETRIEBSAUSSTATTUNG WB";"AUSGABE";24010;41;3;"D";"0600";"          0.00";"      12859.34";"      12859.34";"      12859.34";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"      12859.34";"1";"2";"4";"0";"1";"0";"0";"4";"3";"0";"0";"8";"240";"043";"24010";"043008";"2011"
"3403";3403;"1.24010.043200";"BETRIEBSAUSSTATTUNG WB";"AUSGABE";24010;41;3;"D";"0600";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"      15000.00";"          0.00";"      15000.00";"      15000.00";"          0.00";"1";"2";"4";"0";"1";"0";"0";"4";"3";"2";"0";"0";"240";"043";"24010";"043200";"2011"
"3404";3404;"1.24010.043300";"BETRIEBSAUSSTATTUNG";"AUSGABE";24010;41;3;"D";"0600";"          0.00";"       1207.12";"       1207.12";"       1207.12";"          0.00";"       5000.00";"          0.00";"       5000.00";"       3792.88";"          0.00";"1";"2";"4";"0";"1";"0";"0";"4";"3";"3";"0";"0";"240";"043";"24010";"043300";"2011"
"3405";3405;"1.24010.050100";"SONDERANLAGEN";"AUSGABE";24010;40;3;"D";"0600";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"       3000.00";"          0.00";"       3000.00";"       3000.00";"          0.00";"1";"2";"4";"0";"1";"0";"0";"5";"0";"1";"0";"0";"240";"050";"24010";"050100";"2011"
"3406";3406;"1.24010.346000";"INVESTITIONSDARLEHEN VON KREDITINSTITUTEN";"AUSGABE";24010;65;8;"S";"SN21";"          0.00";"       7124.93";"       7124.93";"       7124.93";"          0.00";"       7000.00";"          0.00";"       7000.00";"          0.00";"        124.93";"1";"2";"4";"0";"1";"0";"3";"4";"6";"0";"0";"0";"240";"346";"24010";"346000";"2011"
"3407";3407;"1.24010.400000";"GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS";"AUSGABE";24010;23;1;"D";"0600";"       4314.26";"      12999.83";"      17314.09";"      16874.24";"        439.85";"      20000.00";"          0.00";"      20000.00";"       7000.17";"          0.00";"1";"2";"4";"0";"1";"0";"4";"0";"0";"0";"0";"0";"240";"400";"24010";"400000";"2011"
"3408";3408;"1.24010.400006";"GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS GBG-WERKSTÄTTEN";"AUSGABE";24010;23;3;"D";"0600";"          0.00";"        939.92";"        939.92";"          0.00";"        939.92";"          0.00";"          0.00";"          0.00";"          0.00";"        939.92";"1";"2";"4";"0";"1";"0";"4";"0";"0";"0";"0";"6";"240";"400";"24010";"400006";"2011"
"3409";3409;"1.24010.400030";"GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS";"AUSGABE";24010;23;3;"D";"0804";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"       1000.00";"          0.00";"       1000.00";"       1000.00";"          0.00";"1";"2";"4";"0";"1";"0";"4";"0";"0";"0";"3";"0";"240";"400";"24010";"400030";"2011"
"3410";3410;"1.24010.400200";"GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS";"AUSGABE";24010;23;1;"D";"0600";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"       9600.00";"          0.00";"       9600.00";"       9600.00";"          0.00";"1";"2";"4";"0";"1";"0";"4";"0";"0";"2";"0";"0";"240";"400";"24010";"400200";"2011"
"3411";3411;"1.24010.403000";"HANDELSWAREN";"AUSGABE";24010;23;9;"D";"0600";"          0.00";"        101.67";"        101.67";"        101.67";"          0.00";"       3000.00";"          0.00";"       3000.00";"       2898.33";"          0.00";"1";"2";"4";"0";"1";"0";"4";"0";"3";"0";"0";"0";"240";"403";"24010";"403000";"2011"
"3412";3412;"1.24010.420000";"PFLANZLICHE ROHSTOFFE";"AUSGABE";24010;23;1;"D";"0600";"          0.00";"         17.26";"         17.26";"         17.26";"          0.00";"        100.00";"          0.00";"        100.00";"         82.74";"          0.00";"1";"2";"4";"0";"1";"0";"4";"2";"0";"0";"0";"0";"240";"420";"24010";"420000";"2011"
"3413";3413;"1.24010.425000";"SONSTIGE ROH- UND HILFSSTOFFE";"AUSGABE";24010;23;1;"D";"0600";"          0.00";"         54.85";"         54.85";"         54.85";"          0.00";"        100.00";"          0.00";"        100.00";"         45.15";"          0.00";"1";"2";"4";"0";"1";"0";"4";"2";"5";"0";"0";"0";"240";"425";"24010";"425000";"2011"
"3414";3414;"1.24010.428000";"FERTIG BEZOGENE TEILE";"AUSGABE";24010;23;1;"D";"0600";"          0.00";"         69.13";"         69.13";"         69.13";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"         69.13";"1";"2";"4";"0";"1";"0";"4";"2";"8";"0";"0";"0";"240";"428";"24010";"428000";"2011"
"3415";3415;"1.24010.428890";"FERTIG BEZOGENE TEILE";"AUSGABE";24010;23;1;"D";"085W";"         26.55";"          0.00";"         26.55";"         26.55";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"1";"2";"4";"0";"1";"0";"4";"2";"8";"8";"9";"0";"240";"428";"24010";"428890";"2011"
"3416";3416;"1.24010.430000";"LEBENSMITTEL";"AUSGABE";24010;23;1;"D";"0600";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"        500.00";"          0.00";"        500.00";"        500.00";"          0.00";"1";"2";"4";"0";"1";"0";"4";"3";"0";"0";"0";"0";"240";"430";"24010";"430000";"2011"
"3417";3417;"1.24010.430009";"LEBENSMITTEL ZK";"AUSGABE";24010;23;9;"D";"0600";"          0.00";"     205396.72";"     205396.72";"     205396.72";"          0.00";"     219000.00";"          0.00";"     219000.00";"      13603.28";"          0.00";"1";"2";"4";"0";"1";"0";"4";"3";"0";"0";"0";"9";"240";"430";"24010";"430009";"2011"
"3418";3418;"1.24010.454000";"REINIGUNGSMITTEL";"AUSGABE";24010;23;1;"D";"0600";"          0.00";"         42.05";"         42.05";"         42.05";"          0.00";"      10000.00";"          0.00";"      10000.00";"       9957.95";"          0.00";"1";"2";"4";"0";"1";"0";"4";"5";"4";"0";"0";"0";"240";"454";"24010";"454000";"2011"
"3419";3419;"1.24010.454006";"REINIGUNGSMITTEL GBG-WERKSTÄTTEN";"AUSGABE";24010;23;1;"D";"0600";"          0.00";"      10987.55";"      10987.55";"       2171.49";"       8816.06";"          0.00";"          0.00";"          0.00";"          0.00";"      10987.55";"1";"2";"4";"0";"1";"0";"4";"5";"4";"0";"0";"6";"240";"454";"24010";"454006";"2011"
"3420";3420;"1.24010.455000";"CHEMISCHE UND SONSTIGE ARTVERWANDTE MITTEL";"AUSGABE";24010;23;1;"D";"0600";"          0.00";"         11.21";"         11.21";"         11.21";"          0.00";"        300.00";"          0.00";"        300.00";"        288.79";"          0.00";"1";"2";"4";"0";"1";"0";"4";"5";"5";"0";"0";"0";"240";"455";"24010";"455000";"2011"
"3421";3421;"1.24010.456000";"SCHREIB-,ZEICHEN- UND SONSTIGE BÜROMITTEL";"AUSGABE";24010;23;1;"D";"0600";"          0.00";"        465.57";"        465.57";"        184.21";"        281.36";"        500.00";"          0.00";"        500.00";"         34.43";"          0.00";"1";"2";"4";"0";"1";"0";"4";"5";"6";"0";"0";"0";"240";"456";"24010";"456000";"2011"
"3422";3422;"1.24010.456990";"SCHREIB-,ZEICHEN- UND SONSTIGE BÜROMITTEL";"AUSGABE";24010;23;1;"D";"0600";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"        500.00";"          0.00";"        500.00";"        500.00";"          0.00";"1";"2";"4";"0";"1";"0";"4";"5";"6";"9";"9";"0";"240";"456";"24010";"456990";"2011"
"3423";3423;"1.24010.457000";"DRUCKWERKE";"AUSGABE";24010;23;1;"D";"0600";"        302.32";"       1284.56";"       1586.88";"       1586.88";"          0.00";"        400.00";"          0.00";"        400.00";"          0.00";"        884.56";"1";"2";"4";"0";"1";"0";"4";"5";"7";"0";"0";"0";"240";"457";"24010";"457000";"2011"
"3424";3424;"1.24010.457009";"DRUCKWERKE KOPIERSERVICE - MDPA";"AUSGABE";24010;23;1;"D";"0600";"          0.00";"        144.29";"        144.29";"        144.29";"          0.00";"        500.00";"          0.00";"        500.00";"        355.71";"          0.00";"1";"2";"4";"0";"1";"0";"4";"5";"7";"0";"0";"9";"240";"457";"24010";"457009";"2011"
"3425";3425;"1.24010.458000";"MITTEL ZUR ÄRZTL. BETREUUNG UND GESUNDHEITSVORSORG";"AUSGABE";24010;23;1;"D";"0600";"          0.00";"      10308.34";"      10308.34";"      10308.34";"          0.00";"       2000.00";"          0.00";"       2000.00";"          0.00";"       8308.34";"1";"2";"4";"0";"1";"0";"4";"5";"8";"0";"0";"0";"240";"458";"24010";"458000";"2011"
"3426";3426;"1.24010.459000";"SONSTIGE VERBRAUCHSGÜTER";"AUSGABE";24010;23;1;"D";"0600";"          0.00";"         23.30";"         23.30";"         23.30";"          0.00";"       1000.00";"          0.00";"       1000.00";"        976.70";"          0.00";"1";"2";"4";"0";"1";"0";"4";"5";"9";"0";"0";"0";"240";"459";"24010";"459000";"2011"
"3427";3427;"1.24010.459005";"SONSTIGE VERBRAUCHSGÜTER";"AUSGABE";24010;23;3;"D";"0804";"          0.00";"         69.74";"         69.74";"          0.00";"         69.74";"          0.00";"          0.00";"          0.00";"          0.00";"         69.74";"1";"2";"4";"0";"1";"0";"4";"5";"9";"0";"0";"5";"240";"459";"24010";"459005";"2011"
"3428";3428;"1.24010.459006";"SONSTIGE VERBRAUCHSGÜTER GBG";"AUSGABE";24010;23;1;"D";"0600";"          0.00";"         21.29";"         21.29";"         16.27";"          5.02";"          0.00";"          0.00";"          0.00";"          0.00";"         21.29";"1";"2";"4";"0";"1";"0";"4";"5";"9";"0";"0";"6";"240";"459";"24010";"459006";"2011"
"3429";3429;"1.24010.459100";"SONSTIGE VERBRAUCHSGÜTER";"AUSGABE";24010;23;1;"D";"0600";"          0.00";"        333.43";"        333.43";"        328.83";"          4.60";"        100.00";"          0.00";"        100.00";"          0.00";"        233.43";"1";"2";"4";"0";"1";"0";"4";"5";"9";"1";"0";"0";"240";"459";"24010";"459100";"2011"
"3430";3430;"1.24010.500000";"GELDBEZÜGE DER BEAMTEN DER VERWALTUNG";"AUSGABE";24010;20;0;"S";"0600";"          0.00";"    1621237.64";"    1621237.64";"    1621237.64";"          0.00";"    1584000.00";"          0.00";"    1584000.00";"          0.00";"      37237.64";"1";"2";"4";"0";"1";"0";"5";"0";"0";"0";"0";"0";"240";"500";"24010";"500000";"2011"
"3431";3431;"1.24010.500010";"GELDBEZÜGE DER BEAMTEN DER VERWALTUNG";"AUSGABE";24010;20;0;"S";"0600";"          0.00";"      21035.95";"      21035.95";"      21035.95";"          0.00";"      16700.00";"          0.00";"      16700.00";"          0.00";"       4335.95";"1";"2";"4";"0";"1";"0";"5";"0";"0";"0";"1";"0";"240";"500";"24010";"500010";"2011"
"3432";3432;"1.24010.510000";"GELDBEZÜGE DER VERTRAGSBEDIENSTETEN DER VERWALTUNG";"AUSGABE";24010;20;0;"S";"0600";"          0.00";"    2016167.56";"    2016167.56";"    2016167.56";"          0.00";"    1300000.00";"          0.00";"    1300000.00";"          0.00";"     716167.56";"1";"2";"4";"0";"1";"0";"5";"1";"0";"0";"0";"0";"240";"510";"24010";"510000";"2011"
"3433";3433;"1.24010.510010";"GELDBEZÜGE DER VERTRAGSBEDIENSTETEN DER VERWALTUNG";"AUSGABE";24010;20;0;"S";"0600";"          0.00";"       1589.05";"       1589.05";"       1589.05";"          0.00";"      10100.00";"          0.00";"      10100.00";"       8510.95";"          0.00";"1";"2";"4";"0";"1";"0";"5";"1";"0";"0";"1";"0";"240";"510";"24010";"510010";"2011"
"3434";3434;"1.24010.511000";"GELDBEZÜGE DER VB. IN HANDWERKLICHER VERWENDUNG";"AUSGABE";24010;20;0;"S";"0600";"          0.00";"      19311.43";"      19311.43";"      19311.43";"          0.00";"      17900.00";"          0.00";"      17900.00";"          0.00";"       1411.43";"1";"2";"4";"0";"1";"0";"5";"1";"1";"0";"0";"0";"240";"511";"24010";"511000";"2011"
"3435";3435;"1.24010.522500";"GELDBEZÜGE DER NICHT GANZJÄHRIG BESCHÄFTIGTEN ANGE";"AUSGABE";24010;20;0;"D";"0600";"          0.00";"      39425.04";"      39425.04";"      39425.04";"          0.00";"      50000.00";"          0.00";"      50000.00";"      10574.96";"          0.00";"1";"2";"4";"0";"1";"0";"5";"2";"2";"5";"0";"0";"240";"522";"24010";"522500";"2011"
"3436";3436;"1.24010.560000";"REISEGEBÜHREN";"AUSGABE";24010;20;0;"D";"0600";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"        200.00";"          0.00";"        200.00";"        200.00";"          0.00";"1";"2";"4";"0";"1";"0";"5";"6";"0";"0";"0";"0";"240";"560";"24010";"560000";"2011"
"3437";3437;"1.24010.565000";"MEHRLEISTUNGSVERGÜTUNGEN";"AUSGABE";24010;20;0;"S";"0600";"          0.00";"       1827.01";"       1827.01";"       1827.01";"          0.00";"       2600.00";"          0.00";"       2600.00";"        772.99";"          0.00";"1";"2";"4";"0";"1";"0";"5";"6";"5";"0";"0";"0";"240";"565";"24010";"565000";"2011"
"3438";3438;"1.24010.565300";"MEHRLEISTUNGSVERGÜTUNGEN";"AUSGABE";24010;20;0;"D";"0600";"          0.00";"       1508.06";"       1508.06";"       1508.06";"          0.00";"       2000.00";"          0.00";"       2000.00";"        491.94";"          0.00";"1";"2";"4";"0";"1";"0";"5";"6";"5";"3";"0";"0";"240";"565";"24010";"565300";"2011"
"3439";3439;"1.24010.567000";"BELOHNUNGEN UND GELDAUSHILFEN";"AUSGABE";24010;20;0;"S";"0600";"          0.00";"        300.00";"        300.00";"        300.00";"          0.00";"        300.00";"          0.00";"        300.00";"          0.00";"          0.00";"1";"2";"4";"0";"1";"0";"5";"6";"7";"0";"0";"0";"240";"567";"24010";"567000";"2011"
"3440";3440;"1.24010.569000";"SONSTIGE NEBENGEBÜHREN";"AUSGABE";24010;20;0;"S";"0600";"          0.00";"      26069.93";"      26069.93";"      26069.93";"          0.00";"      25700.00";"          0.00";"      25700.00";"          0.00";"        369.93";"1";"2";"4";"0";"1";"0";"5";"6";"9";"0";"0";"0";"240";"569";"24010";"569000";"2011"
"3441";3441;"1.24010.580000";"DGB ZUM AUSGLEICHSFONDS FÜR FAMILIENBEIHILFEN";"AUSGABE";24010;20;0;"S";"0600";"          0.00";"     160019.26";"     160019.26";"     160019.26";"          0.00";"     200000.00";"          0.00";"     200000.00";"      39980.74";"          0.00";"1";"2";"4";"0";"1";"0";"5";"8";"0";"0";"0";"0";"240";"580";"24010";"580000";"2011"
"3442";3442;"1.24010.580900";"DGB ZUM AUSGLEICHSFONDS FÜR FAMILIENBEIHILFEN";"AUSGABE";24010;20;0;"D";"0600";"          0.00";"       1774.11";"       1774.11";"       1774.11";"          0.00";"       3200.00";"          0.00";"       3200.00";"       1425.89";"          0.00";"1";"2";"4";"0";"1";"0";"5";"8";"0";"9";"0";"0";"240";"580";"24010";"580900";"2011"
"3443";3443;"1.24010.581000";"SONSTIGE DGB ZUR SOZIALEN SICHERHEIT";"AUSGABE";24010;20;0;"S";"0600";"          0.00";"     472940.70";"     472940.70";"     472940.70";"          0.00";"     350000.00";"          0.00";"     350000.00";"          0.00";"     122940.70";"1";"2";"4";"0";"1";"0";"5";"8";"1";"0";"0";"0";"240";"581";"24010";"581000";"2011"
"3444";3444;"1.24010.581500";"SONSTIGE DGB ZUR SOZIALEN SICHERHEIT";"AUSGABE";24010;20;0;"S";"0600";"          0.00";"      63195.28";"      63195.28";"      63195.28";"          0.00";"      48500.00";"          0.00";"      48500.00";"          0.00";"      14695.28";"1";"2";"4";"0";"1";"0";"5";"8";"1";"5";"0";"0";"240";"581";"24010";"581500";"2011"
"3445";3445;"1.24010.581900";"SONSTIGE DGB ZUR SOZIALEN SICHERHEIT";"AUSGABE";24010;20;0;"D";"0600";"          0.00";"       8361.51";"       8361.51";"       8361.51";"          0.00";"      14200.00";"          0.00";"      14200.00";"       5838.49";"          0.00";"1";"2";"4";"0";"1";"0";"5";"8";"1";"9";"0";"0";"240";"581";"24010";"581900";"2011"
"3446";3446;"1.24010.590000";"FREIWILLIGE SOZIALLEISTUNGEN (NUR BARLEISTUNGEN)";"AUSGABE";24010;20;0;"S";"0600";"          0.00";"       3988.00";"       3988.00";"       3988.00";"          0.00";"       1100.00";"          0.00";"       1100.00";"          0.00";"       2888.00";"1";"2";"4";"0";"1";"0";"5";"9";"0";"0";"0";"0";"240";"590";"24010";"590000";"2011"
"3447";3447;"1.24010.600000";"STROM";"AUSGABE";24010;24;1;"D";"0804";"        220.83";"       1556.87";"       1777.70";"       1777.70";"          0.00";"       9500.00";"          0.00";"       9500.00";"       7943.13";"          0.00";"1";"2";"4";"0";"1";"0";"6";"0";"0";"0";"0";"0";"240";"600";"24010";"600000";"2011"
"3448";3448;"1.24010.600005";"STROM";"AUSGABE";24010;24;1;"D";"0804";"          0.00";"      29078.02";"      29078.02";"          0.00";"      29078.02";"          0.00";"          0.00";"          0.00";"          0.00";"      29078.02";"1";"2";"4";"0";"1";"0";"6";"0";"0";"0";"0";"5";"240";"600";"24010";"600005";"2011"
"3449";3449;"1.24010.601000";"GAS";"AUSGABE";24010;24;1;"D";"0804";"       2035.37";"          0.00";"       2035.37";"       2035.37";"          0.00";"       5700.00";"          0.00";"       5700.00";"       5700.00";"          0.00";"1";"2";"4";"0";"1";"0";"6";"0";"1";"0";"0";"0";"240";"601";"24010";"601000";"2011"
"3450";3450;"1.24010.601005";"GAS";"AUSGABE";24010;24;1;"D";"0804";"          0.00";"       7201.28";"       7201.28";"          0.00";"       7201.28";"          0.00";"          0.00";"          0.00";"          0.00";"       7201.28";"1";"2";"4";"0";"1";"0";"6";"0";"1";"0";"0";"5";"240";"601";"24010";"601005";"2011"
"3451";3451;"1.24010.602000";"WASSER";"AUSGABE";24010;24;1;"D";"0804";"        302.79";"          0.00";"        302.79";"        302.79";"          0.00";"       1000.00";"          0.00";"       1000.00";"       1000.00";"          0.00";"1";"2";"4";"0";"1";"0";"6";"0";"2";"0";"0";"0";"240";"602";"24010";"602000";"2011"
"3452";3452;"1.24010.602005";"WASSER";"AUSGABE";24010;24;1;"D";"0804";"          0.00";"        851.89";"        851.89";"          0.00";"        851.89";"          0.00";"          0.00";"          0.00";"          0.00";"        851.89";"1";"2";"4";"0";"1";"0";"6";"0";"2";"0";"0";"5";"240";"602";"24010";"602005";"2011"
"3453";3453;"1.24010.603000";"WÄRME";"AUSGABE";24010;24;1;"D";"0804";"        533.33";"          0.00";"        533.33";"        533.33";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"1";"2";"4";"0";"1";"0";"6";"0";"3";"0";"0";"0";"240";"603";"24010";"603000";"2011"
"3454";3454;"1.24010.603005";"WÄRME";"AUSGABE";24010;24;1;"D";"0804";"          0.00";"       2319.88";"       2319.88";"          0.00";"       2319.88";"          0.00";"          0.00";"          0.00";"          0.00";"       2319.88";"1";"2";"4";"0";"1";"0";"6";"0";"3";"0";"0";"5";"240";"603";"24010";"603005";"2011"
"3455";3455;"1.24010.613000";"INSTANDH. VON SONSTIGEN GRUNDSTÜCKSEINRICHTUNGEN";"AUSGABE";24010;24;3;"D";"0804";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"       1000.00";"          0.00";"       1000.00";"       1000.00";"          0.00";"1";"2";"4";"0";"1";"0";"6";"1";"3";"0";"0";"0";"240";"613";"24010";"613000";"2011"
"3456";3456;"1.24010.613005";"INSTANDH. VON SONSTIGEN GRUNDSTÜCKSEINRICHTUNGEN";"AUSGABE";24010;24;3;"D";"0804";"          0.00";"       1332.71";"       1332.71";"          0.00";"       1332.71";"          0.00";"          0.00";"          0.00";"          0.00";"       1332.71";"1";"2";"4";"0";"1";"0";"6";"1";"3";"0";"0";"5";"240";"613";"24010";"613005";"2011"
"3457";3457;"1.24010.613006";"INSTANDH. VON SONSTIGEN GRUNDSTÜCKSEINRICHTUNGEN GBG";"AUSGABE";24010;24;3;"D";"0600";"          0.00";"       2703.46";"       2703.46";"       2144.86";"        558.60";"          0.00";"          0.00";"          0.00";"          0.00";"       2703.46";"1";"2";"4";"0";"1";"0";"6";"1";"3";"0";"0";"6";"240";"613";"24010";"613006";"2011"
"3458";3458;"1.24010.614000";"INSTANDH. VON GEBÄUDEN";"AUSGABE";24010;24;3;"D";"0804";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"      19000.00";"          0.00";"      19000.00";"      19000.00";"          0.00";"1";"2";"4";"0";"1";"0";"6";"1";"4";"0";"0";"0";"240";"614";"24010";"614000";"2011"
"3459";3459;"1.24010.614005";"INSTANDH. VON GEBÄUDEN";"AUSGABE";24010;24;3;"D";"0804";"          0.00";"      14202.77";"      14202.77";"          0.00";"      14202.77";"          0.00";"          0.00";"          0.00";"          0.00";"      14202.77";"1";"2";"4";"0";"1";"0";"6";"1";"4";"0";"0";"5";"240";"614";"24010";"614005";"2011"
"3460";3460;"1.24010.614006";"INSTANDH. VON GEBÄUDEN GBG-WERKSTÄTTEN";"AUSGABE";24010;24;3;"D";"0600";"          0.00";"      23339.16";"      23339.16";"      12742.25";"      10596.91";"          0.00";"          0.00";"          0.00";"          0.00";"      23339.16";"1";"2";"4";"0";"1";"0";"6";"1";"4";"0";"0";"6";"240";"614";"24010";"614006";"2011"
"3461";3461;"1.24010.614025";"INSTANDH. VON GEBÄUDEN";"AUSGABE";24010;24;3;"D";"0804";"          0.00";"         25.87";"         25.87";"          0.00";"         25.87";"          0.00";"          0.00";"          0.00";"          0.00";"         25.87";"1";"2";"4";"0";"1";"0";"6";"1";"4";"0";"2";"5";"240";"614";"24010";"614025";"2011"
"3462";3462;"1.24010.614030";"INSTANDH. VON GEBÄUDEN";"AUSGABE";24010;24;3;"D";"0600";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"      13000.00";"          0.00";"      13000.00";"      13000.00";"          0.00";"1";"2";"4";"0";"1";"0";"6";"1";"4";"0";"3";"0";"240";"614";"24010";"614030";"2011"
"3463";3463;"1.24010.614100";"INSTANDH. VON GEBÄUDEN";"AUSGABE";24010;24;3;"D";"0600";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"        100.00";"          0.00";"        100.00";"        100.00";"          0.00";"1";"2";"4";"0";"1";"0";"6";"1";"4";"1";"0";"0";"240";"614";"24010";"614100";"2011"
"3464";3464;"1.24010.614200";"INSTANDH. VON GEBÄUDEN BRANDSCHUTZ";"AUSGABE";24010;24;2;"D";"0600";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"       1000.00";"          0.00";"       1000.00";"       1000.00";"          0.00";"1";"2";"4";"0";"1";"0";"6";"1";"4";"2";"0";"0";"240";"614";"24010";"614200";"2011"
"3465";3465;"1.24010.614500";"INSTANDH. VON GEBÄUDEN";"AUSGABE";24010;24;3;"D";"0804";"        166.75";"          0.00";"        166.75";"        166.75";"          0.00";"       1000.00";"          0.00";"       1000.00";"       1000.00";"          0.00";"1";"2";"4";"0";"1";"0";"6";"1";"4";"5";"0";"0";"240";"614";"24010";"614500";"2011"
"3466";3466;"1.24010.618000";"INSTANDH. VON SONSTIGEN ANLAGEN";"AUSGABE";24010;24;3;"D";"0600";"          0.00";"        306.42";"        306.42";"        306.42";"          0.00";"       1000.00";"          0.00";"       1000.00";"        693.58";"          0.00";"1";"2";"4";"0";"1";"0";"6";"1";"8";"0";"0";"0";"240";"618";"24010";"618000";"2011"
"3467";3467;"1.24010.618005";"INSTANDH. VON SONSTIGEN ANLAGEN";"AUSGABE";24010;24;3;"D";"0804";"          0.00";"        169.71";"        169.71";"          0.00";"        169.71";"          0.00";"          0.00";"          0.00";"          0.00";"        169.71";"1";"2";"4";"0";"1";"0";"6";"1";"8";"0";"0";"5";"240";"618";"24010";"618005";"2011"
"3468";3468;"1.24010.618006";"INSTANDH. VON SONSTIGEN ANLAGEN GBG-WERKSTÄTTEN";"AUSGABE";24010;24;3;"D";"0600";"          0.00";"        315.61";"        315.61";"        315.61";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"        315.61";"1";"2";"4";"0";"1";"0";"6";"1";"8";"0";"0";"6";"240";"618";"24010";"618006";"2011"
"3469";3469;"1.24010.618030";"INSTANDH. VON SONSTIGEN ANLAGEN";"AUSGABE";24010;24;3;"D";"0804";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"       1000.00";"          0.00";"       1000.00";"       1000.00";"          0.00";"1";"2";"4";"0";"1";"0";"6";"1";"8";"0";"3";"0";"240";"618";"24010";"618030";"2011"
"3470";3470;"1.24010.618100";"INSTANDH. VON SONSTIGEN ANLAGEN";"AUSGABE";24010;24;3;"D";"0600";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"       1000.00";"          0.00";"       1000.00";"       1000.00";"          0.00";"1";"2";"4";"0";"1";"0";"6";"1";"8";"1";"0";"0";"240";"618";"24010";"618100";"2011"
